YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK,PRICE
1974,2546.433820075291,3,1.0,0.74,2,0,1,243065
2008,3226.047574373425,5,1.5,1.28,0,1,1,520607
2008,4488.232559062022,5,3.0,1.34,2,0,0,763334
1990,3613.398942509318,6,1.5,0.98,0,0,1,494209
2001,2511.395387836363,6,2.5,1.45,1,1,0,420959
2001,2328.263131718725,3,3.0,1.61,2,1,1,388389
1997,1892.3050369612315,4,1.0,1.35,0,0,0,249095
1994,3328.4535620942506,6,3.0,0.95,1,1,0,508518
1988,3789.404924608333,5,3.0,0.97,1,1,0,537960
1983,3341.4344455534156,5,2.5,0.84,2,1,0,451315
1997,3241.6614704485155,6,1.5,0.76,1,1,0,485149
1978,2548.640178714236,2,2.5,1.19,1,1,1,267646
2006,2260.0471980871926,6,2.5,0.87,1,0,1,399557
1974,2778.5390346212066,4,2.0,1.09,2,1,1,308130
1994,2978.454710120227,5,2.0,0.92,2,0,1,445568
1997,2790.7233756819733,5,1.0,0.79,0,0,0,385458
2008,3572.043605688231,5,2.0,1.61,0,0,0,584956
2002,2788.012664588781,4,1.0,1.36,3,1,0,453601
1991,2824.760989142664,3,1.0,0.88,0,1,0,341914
1992,2927.8703161520484,4,3.0,1.09,0,0,1,405530
2002,2142.638092192015,2,3.0,0.88,1,0,1,329595
1987,3729.095993507141,6,1.5,1.14,3,1,0,543964
1981,2268.994823307495,6,2.5,0.77,1,0,1,274399
1982,3040.8938180251866,5,1.5,1.21,3,0,0,406784
1994,3307.711324714397,4,1.0,1.1,2,1,0,472656
2009,4092.0405449115797,2,1.0,1.38,1,1,0,634506
1986,3456.782611205992,4,1.0,1.16,2,1,1,455917
1998,2980.6349417447886,6,2.0,1.62,3,0,1,501395
1987,2093.876398866477,6,2.0,1.21,3,1,1,307231
2010,2098.562742717757,3,2.5,0.98,2,0,1,381984
1989,2606.133196889324,3,1.5,1.01,1,1,1,323569
1977,3253.636972772282,5,3.0,1.37,2,0,1,423595
1990,4691.215536995136,3,1.0,0.91,0,1,0,617332
1995,2740.3377845687464,5,1.0,1.06,2,0,1,401950
1982,3200.489634268242,5,1.5,1.53,1,1,1,405523
1993,3867.8539154742716,4,1.5,0.91,0,1,0,526328
2007,4046.4496326150056,5,2.0,1.43,3,1,1,693417
1997,2326.2231555668127,5,2.5,1.12,2,0,0,373233
2003,2354.300692387926,2,1.0,0.98,3,1,0,367845
2006,2847.2655696408738,3,1.0,1.08,3,1,0,468289
1986,4452.143636072431,6,1.5,0.97,3,0,0,644871
1994,2953.362720736318,5,1.5,0.8,0,1,1,402504
1990,3238.395419950097,6,2.0,0.96,1,0,0,460159
1988,3375.0800423564956,5,3.0,1.06,0,1,0,462162
1990,3680.510363831312,5,2.5,1.03,0,0,0,510026
2009,3253.656541057939,2,2.0,1.1,0,0,0,504548
2005,3851.7608034271,4,2.5,1.25,1,1,0,619014
2003,3582.486886403245,6,1.5,1.03,0,1,1,555323
1989,4222.6074121488355,5,1.5,0.85,3,1,1,613641
2008,2815.790483435483,5,2.0,0.92,1,1,1,476168
1998,3321.9581569605893,2,1.0,0.81,2,0,0,470443
1989,3221.775588230015,4,2.0,1.18,2,0,0,450966
2000,3893.023829392462,6,1.0,1.06,3,1,0,624853
1986,3540.098218692558,6,2.5,1.0,0,0,1,478514
1993,2999.3089161625044,2,1.5,1.16,2,0,0,409796
1984,2866.2829723346995,2,1.0,1.05,1,1,1,320692
1986,2052.8691677691886,6,2.5,0.38,1,1,0,261130
2007,3416.3347175033678,6,1.0,0.81,1,1,0,554600
1992,2904.367436128782,2,1.0,0.65,0,1,0,345405
1991,2310.8381623411265,4,3.0,0.83,0,1,0,304075
2004,3893.989903379411,4,2.5,0.62,1,0,1,610898
1994,3292.2322758983955,2,1.0,1.1,0,1,1,420334
2003,4085.2973330865025,2,1.5,1.05,0,0,1,591044
1988,2562.3875866477783,2,1.0,1.1,1,0,0,295858
2002,1150.707907699097,2,2.5,0.91,2,0,0,188756
2000,2297.9225818448836,3,2.5,0.36,1,0,0,337588
2010,3571.2862798731194,2,1.5,0.62,2,1,1,572492
1994,3983.1772578314685,3,3.0,0.87,0,1,1,560526
2003,3148.068852107639,4,1.0,1.09,2,0,1,493560
2005,3849.7458718755147,4,2.5,1.15,0,1,0,602211
2005,2620.774007421043,2,2.0,0.63,3,0,0,427566
1992,2352.18225946279,2,3.0,0.84,3,0,0,340427
2002,3196.6239477500835,5,1.0,0.99,3,1,0,519343
1978,2840.817983851731,5,2.5,1.22,0,1,0,326922
1984,1084.625575936946,4,1.5,0.79,1,0,1,77043
1996,4630.298147031693,6,2.5,1.15,1,0,0,709294
2006,1747.2161407445205,3,1.5,0.84,1,0,1,277182
1998,3144.331177195409,3,1.5,0.31,3,0,0,468799
1996,2445.8605509482236,3,2.5,1.01,0,0,0,334529
1991,2957.6985095091195,6,1.0,1.23,1,1,1,412104
1990,2781.37591230803,6,1.0,0.75,3,1,1,403456
1989,2163.0615807093163,6,2.5,0.67,1,0,0,297009
2005,3465.26977504124,4,2.5,1.14,3,1,1,589390
1995,4677.592497278006,2,1.0,1.22,2,1,1,664938
2004,3702.605279722653,3,1.5,0.96,2,0,1,577290
1994,2296.8234642308903,4,3.0,0.75,1,1,0,330773
2005,2106.19275858445,2,3.0,1.0,3,1,0,370928
1997,2733.5198300943835,6,2.5,0.72,2,1,1,438327
1975,3094.5241549398143,6,1.5,0.29,1,0,0,346028
1995,2000.660478165756,2,2.0,0.88,2,1,1,273299
1984,1871.6638393367643,6,2.0,1.03,0,1,0,211199
1986,2495.4019837738733,4,2.5,0.72,1,1,0,312610
2001,2381.1424434391183,3,1.0,0.37,1,1,0,332721
1988,2375.1473918553393,2,2.0,0.98,3,1,0,310972
1992,3187.630637436161,3,1.5,0.94,1,0,0,424744
1976,3949.1351560182234,5,1.5,1.18,3,1,1,512570
1990,3134.6944933750324,6,1.0,1.19,3,0,0,463054
2000,3804.479100941959,3,2.5,1.02,1,0,0,573471
2006,2308.1560786604664,2,2.0,1.13,2,1,0,378173
2010,2444.4103359308046,3,2.5,0.81,0,1,1,401311
1998,2916.516456667837,5,3.0,1.26,2,0,0,476377
1990,3150.680353712545,5,1.0,0.75,0,1,0,403852
1989,4187.36831448139,3,2.5,0.57,1,1,1,569155
1998,3577.9049248959673,6,1.5,1.26,3,1,0,578085
2008,3627.938640292661,3,2.5,1.02,0,0,1,571990
1994,2681.95331990841,4,2.5,0.91,1,1,0,383442
1987,3684.5826791109976,5,1.5,0.79,0,0,0,477037
2013,3419.563109807986,5,1.5,0.74,1,0,0,581534
1997,4281.584845209036,3,2.5,0.8,1,0,1,626737
1995,3414.934232706747,3,3.0,1.3,0,1,1,486740
1987,2865.9068703500025,5,1.0,0.72,0,1,1,345686
1992,2867.013932816094,3,1.0,1.22,1,0,1,373352
1992,1897.186578230611,5,3.0,1.07,1,0,1,275627
1994,4247.691571647925,6,1.5,0.93,2,1,1,638603
1981,4298.232992718941,4,3.0,0.96,2,1,0,584134
1998,3760.7890272203886,4,2.5,0.63,1,1,1,561068
1981,2994.5434066579237,2,1.0,0.65,3,1,0,348931
2017,3067.0000016992785,4,1.0,1.41,1,0,1,541200
2007,3559.3559418177592,3,3.0,0.7,0,0,1,559403
2004,3377.8231852620183,2,2.5,1.34,2,0,1,539273
1980,3509.4830097527306,3,3.0,0.67,0,1,1,416472
2013,1370.3220851245574,5,2.0,0.45,0,1,0,262298
1985,2953.8145398096995,6,2.5,1.06,1,0,0,401472
1999,1274.1219621202476,6,1.5,1.13,1,1,0,205568
1981,3831.473348091785,5,2.0,1.1,1,1,1,496221
2002,3805.125800247585,5,3.0,0.8,3,0,0,637768
1987,2481.399662514396,3,1.5,1.15,0,0,0,281959
1995,2641.6363312591197,3,1.0,1.09,2,0,1,367595
1994,3706.6559850468484,5,2.5,0.96,2,1,0,562898
2004,3713.956604121454,4,2.0,0.88,1,0,1,580293
2007,2793.6875583699666,4,1.0,0.83,3,1,0,471503
1984,3944.566306907199,2,2.0,0.83,0,1,1,479134
1976,1235.9597546898756,4,2.0,0.76,0,1,0,51793
1996,2583.3521573427256,6,1.5,0.98,0,1,1,369702
1982,2297.905931637108,3,2.0,1.01,1,1,0,249835
1990,3466.774471156636,2,1.0,0.63,3,0,0,464466
1999,1688.363858055972,6,3.0,1.15,3,1,0,320504
2004,3118.3418714964064,3,1.0,1.07,0,1,0,453801
1991,2107.3572536442016,4,2.5,0.81,1,0,1,280753
1987,2444.975010650358,6,1.0,1.37,0,0,1,302296
2005,1609.216365168793,6,3.0,0.71,2,0,1,317032
2000,2731.402692541361,3,3.0,1.18,1,1,0,422410
2014,2132.976590187849,4,2.5,0.77,3,1,0,428996
2014,3232.7353532136804,4,2.5,1.0,2,0,1,582410
1994,4231.36583466135,5,2.0,1.09,3,1,1,651054
2006,2704.244633115851,4,2.5,1.24,0,1,0,436736
1988,3462.011360072905,2,2.0,0.86,2,0,0,457201
1981,2906.225199975718,4,3.0,1.29,2,1,1,380283
1996,3182.056875611189,2,2.5,0.79,2,0,0,461658
2010,1599.3449352280948,4,2.0,1.1,0,1,1,281401
1991,2768.060342239892,4,2.5,1.13,3,1,0,414659
1995,3218.39715060336,6,1.0,0.92,3,0,0,496559
1991,3081.4499616988983,5,3.0,1.43,1,1,0,453667
2001,2010.6450361924265,3,3.0,1.23,0,1,1,305046
1992,2557.009019071294,2,2.5,1.06,0,0,1,321951
2000,2632.6302813204334,4,1.5,0.98,0,1,0,377094
1994,3313.6677706893383,5,1.0,1.13,2,1,1,484000
1993,2959.5834168949314,5,1.5,1.22,1,1,0,419737
2004,1892.6057829063182,2,2.0,1.05,0,1,1,274640
1999,3447.320773315336,6,2.5,1.21,1,0,1,547748
1989,2726.177603051898,2,2.0,1.06,2,1,1,354826
1988,3895.870065003288,4,2.5,1.15,2,1,1,554130
1987,3130.853395060975,2,1.0,1.31,0,0,1,364278
1989,2675.1354184313423,3,2.5,1.2,1,1,0,351770
1989,3677.3297844821163,6,1.5,1.21,1,1,0,517249
1986,2821.301437395935,3,2.5,1.27,3,0,0,389745
1999,2431.9654286256027,5,2.5,0.61,1,0,1,376444
1974,3731.31991306471,5,2.0,1.11,1,0,0,446347
2007,1668.6569171563883,3,2.0,0.97,2,1,0,294848
1985,3635.4033745926054,2,1.5,0.78,0,1,1,429510
2001,3096.3787104784874,5,1.5,1.32,0,0,0,466756
2000,2698.1750089341576,3,1.0,0.68,1,0,0,379926
1986,2671.722741214887,4,1.0,1.61,2,0,0,344908
1973,3316.4780689339404,4,2.0,1.06,1,0,1,368371
1995,3511.6962294076075,3,1.5,0.87,0,0,1,472304
1981,2473.5581023424515,5,2.0,1.32,3,1,0,325833
1995,2364.5579403708502,3,2.0,1.22,2,1,0,342983
2001,4069.6567553246214,2,2.0,1.27,1,0,1,604498
1985,2464.4892259673807,3,1.5,1.06,3,1,1,313073
1994,3117.1768798430317,3,1.0,1.19,0,0,1,405426
1995,3075.336176324287,6,2.0,1.41,0,0,1,452450
1990,3543.10472652307,5,1.5,0.81,3,0,1,516115
1991,2925.226125438058,2,2.0,0.72,2,1,1,389583
1986,967.9644267194401,6,2.0,1.29,0,0,0,89544
1998,3232.2616728331104,6,1.0,0.75,0,1,1,466089
1984,4409.52520680397,4,1.5,1.12,2,1,1,595728
1984,3325.833412968453,5,1.5,1.14,2,1,0,443475
1993,2926.8083567719373,4,1.0,0.67,3,1,0,419071
2010,2336.7642096134277,6,1.0,0.84,0,0,1,393114
1989,4466.370632111786,6,3.0,0.9,3,0,1,683455
2002,4124.974267768066,4,3.0,0.96,3,1,1,678146
1996,2109.840737477476,5,2.0,0.84,0,0,0,294076
2000,2262.3029848504284,5,2.0,1.14,3,1,0,386445
1992,2553.6806583690413,3,1.5,1.37,0,0,0,321102
1990,3463.876497220121,3,2.0,1.05,2,1,0,480331
1985,2709.1394382360663,4,2.5,0.5,2,0,1,351370
1983,2597.23497119639,3,1.0,1.21,2,1,0,302735
1988,3647.197782369907,3,3.0,1.14,3,1,0,529179
1995,3674.122394594749,2,1.0,1.05,0,1,0,481868
1997,4314.859299051473,5,3.0,0.99,1,1,0,662078
1975,2681.411087507602,4,3.0,1.14,1,0,0,299311
2011,2876.9164671373564,6,3.0,1.53,2,0,1,549487
2019,3274.1874711579994,5,2.0,0.47,2,1,0,608178
1999,3024.045653005458,3,2.0,1.1,2,0,0,460106
1981,2178.604151042843,4,3.0,0.93,0,0,0,235740
1993,1586.9046456781816,4,2.0,1.15,3,1,1,240285
1991,2617.0605270605142,3,1.0,1.22,3,1,0,360859
2005,2484.578817378978,6,2.0,0.89,1,1,0,421036
1979,4341.754852107385,6,2.5,1.38,1,1,1,584463
2006,3462.581263915815,5,1.0,0.62,0,0,1,528687
1985,1931.2273351348822,3,3.0,0.98,3,0,0,254384
2001,3498.9147630696907,5,2.5,0.81,3,1,0,579487
1988,4154.211238120079,5,2.5,0.72,2,0,1,596431
2008,4090.578898123968,3,1.0,1.11,0,1,0,620236
1977,2225.4428868889113,2,2.5,1.18,1,0,0,214016
2000,3134.0053846475275,4,1.0,0.64,3,1,0,484700
2019,3014.014505165525,2,1.5,0.76,0,1,1,506002
2002,2861.2482892240064,5,1.5,1.42,0,1,1,437987
1993,3319.7347974229788,5,3.0,0.81,3,0,0,520110
1986,3205.6380101375075,6,2.0,0.71,0,0,1,416495
1981,3700.9218191801856,6,1.5,0.68,0,1,0,457838
2004,2412.5981355696454,6,1.5,0.67,0,0,1,379439
1998,2853.208575477063,6,3.0,1.2,1,0,1,460981
1990,3497.3454718216053,3,2.0,0.96,3,1,0,499001
2000,1659.6440305733047,4,1.0,1.13,2,0,0,255896
1996,2019.7183639649966,2,2.5,0.87,0,1,1,258507
1973,3023.277332033213,3,1.0,0.68,0,1,1,278691
1994,2264.581886981964,3,2.0,1.14,0,0,0,291787
1978,3497.6464112284903,4,3.0,1.44,2,0,1,456246
2003,3224.6496789551516,6,2.5,1.0,0,0,1,516197
1994,4122.5928735364505,6,2.0,0.86,2,0,1,626288
1992,3214.6196017695056,5,2.5,0.99,0,1,0,449542
2004,2739.682527025739,3,2.0,0.6,1,0,0,419952
1987,1522.0974297435412,5,1.0,0.62,0,0,1,142614
1983,1941.5187827578195,2,1.5,0.91,0,1,0,167377
1986,2811.0484873161386,3,2.0,0.84,1,0,0,344257
2004,2899.188049923903,6,3.0,1.39,2,1,1,515728
1995,1854.9097211490946,4,1.5,1.31,2,1,1,270386
2008,2064.6213251994614,5,3.0,1.09,1,1,0,381043
2000,1608.6439285359077,5,2.0,1.05,3,1,0,287046
1992,1714.8547757614438,2,3.0,1.26,2,0,0,236128
1988,3823.5344648298633,3,1.0,1.19,1,1,1,496380
1993,3532.8544610555546,4,2.0,0.66,0,1,0,479828
1985,2488.4763393166804,6,2.5,0.66,3,0,0,355671
1994,3375.9739202723404,3,1.0,1.22,2,0,1,474696
1996,3531.7928379444043,2,2.0,0.42,1,0,1,486068
2003,3848.4146561112766,4,2.5,1.84,2,1,1,632362
1998,4359.41409280462,3,2.5,1.12,3,0,1,678212
2004,2546.20032333614,6,2.0,0.93,0,0,1,410880
1999,2497.4374401916666,4,1.5,0.88,2,0,1,380315
1991,4515.533517754427,3,3.0,1.02,3,0,1,672630
1989,1016.4373163802361,4,2.0,0.95,3,0,1,131715
1996,3821.850429744446,6,3.0,0.71,2,0,0,603927
1997,3500.7222498298875,4,1.0,0.93,1,0,1,499058
1998,3684.6740157568097,4,3.0,1.09,3,0,0,594051
2008,2669.799368281861,6,2.0,1.33,3,1,0,500419
1993,3226.1012753727637,6,3.0,0.97,2,0,1,503465
2006,3424.08720654598,2,1.0,0.79,1,1,0,510463
2009,2561.5566216569487,6,3.0,1.42,1,1,0,475533
1993,2425.1289200016677,2,3.0,1.37,2,1,1,349319
2000,4063.578305779247,3,2.0,0.72,2,0,1,615336
1999,2427.386308687164,2,2.5,0.88,1,1,1,349807
1992,2648.708246416538,5,1.0,1.22,1,0,0,360606
2003,2469.230541881445,5,2.5,0.87,3,0,0,435934
2003,2391.1418393623217,2,2.5,0.98,2,0,0,380871
1992,2022.0492846710697,6,3.0,1.16,1,0,1,305707
2009,2111.0842948242453,3,3.0,0.98,1,0,1,371362
1995,3262.1608690266194,3,3.0,1.44,2,0,0,495924
1994,2987.4814498406204,2,3.0,0.92,2,1,1,431922
2010,3214.104441809434,4,1.0,0.73,2,1,1,533065
1992,4383.446560180907,6,2.5,0.76,1,0,0,646416
1991,4115.537149411188,6,2.5,0.75,3,0,1,631080
1985,3524.100166332825,6,2.5,0.63,3,0,1,510565
1989,2889.106737027259,2,2.5,0.87,3,1,0,398916
2001,2401.8264557492644,6,2.0,0.73,3,1,1,416223
1989,3795.802969670546,6,1.5,1.23,2,0,1,550320
1988,2595.861572449831,2,1.5,1.13,0,0,0,293829
1977,1397.4813146060792,4,3.0,0.63,0,1,0,94072
1990,1610.3976477493352,3,2.5,1.11,3,1,1,225709
1998,1726.298396654415,2,2.0,0.99,2,1,1,248794
2010,2688.176819966101,6,2.0,0.82,3,1,0,505526
1991,3202.159292764696,4,3.0,0.72,0,0,0,436123
1999,2255.35884212283,3,3.0,1.0,3,1,1,373303
1988,4341.109588383824,5,1.5,1.08,2,0,0,614866
1990,2503.737093887581,4,2.5,1.16,1,0,0,340460
2007,1243.117629938329,4,1.0,1.07,2,1,1,227517
2003,3107.4994440831374,4,1.0,1.29,2,0,1,490474
1987,2887.5392269612285,3,1.0,0.98,1,1,1,347830
1999,2674.2378572702455,4,3.0,0.76,2,1,0,427535
2012,3390.961125470995,4,2.0,0.99,3,1,1,603494
1994,4322.907357973722,6,1.5,1.36,1,1,1,641336
1999,2931.0144890001184,5,1.5,0.78,2,0,1,453852
1996,3429.339648031586,3,2.5,1.13,2,1,0,513850
1999,2761.5200665679076,3,3.0,1.02,3,0,1,449528
1981,2945.5251886034443,5,3.0,0.92,3,0,1,405628
1986,968.3106521089526,3,1.0,0.55,2,0,1,63496
2019,3490.2463500079944,6,3.0,1.08,3,1,1,689736
1990,3226.601014206349,3,3.0,1.08,0,1,0,430190
1995,3713.903871638241,2,2.5,1.03,2,0,1,540035
1996,2855.4115755417256,4,1.5,0.79,0,1,1,387661
2000,2837.948433105848,5,1.5,1.08,2,0,1,449392
1988,3362.436379630544,6,2.0,0.38,2,1,0,475065
1977,2536.290528433706,2,1.0,0.97,1,1,1,234993
2007,3943.0824510721677,6,1.5,1.02,0,0,1,629262
1994,4213.011528324675,4,2.0,0.91,3,1,1,635601
1999,4604.038115371238,4,2.0,1.56,0,0,0,684005
1980,4063.203432562368,3,2.5,1.08,3,0,1,543180
2002,3247.5687354727456,3,3.0,1.63,3,0,0,546585
2003,1136.3303226551998,2,1.5,0.88,2,1,0,176149
2009,3866.765328785989,2,1.5,1.05,3,0,1,633264
1979,3779.894354240337,4,3.0,0.66,1,0,1,476884
2008,2280.094016324011,2,2.5,0.67,2,1,1,384564
2002,3228.435672999023,3,1.5,0.67,1,0,1,476815
1980,2479.1970475881535,4,1.0,1.27,3,0,1,295929
1988,3444.407747200863,6,1.5,0.73,2,0,1,485111
2001,3514.320614217076,2,1.5,0.63,0,1,0,489098
1999,2511.8926517151363,3,1.0,1.04,3,1,1,382383
2003,2619.2019888318305,2,3.0,0.38,2,0,1,413580
2018,3418.3689109536663,2,3.0,0.43,0,1,0,579205
1995,3259.1089393449565,6,2.0,1.09,2,0,0,505216
1987,3549.7772606053886,6,2.5,0.76,0,0,0,481366
1989,1850.4281514829324,2,2.0,0.84,2,0,0,220164
1983,3493.990940822374,4,2.5,0.78,1,0,1,448298
2001,2100.8609043265155,5,2.5,0.67,3,1,0,367679
1987,3400.854529675776,4,1.0,0.88,3,1,0,463328
1988,2883.846869893012,5,1.5,1.29,3,0,1,414427
1988,2802.8764104766105,2,1.0,1.18,2,1,1,348131
1998,3448.051445307474,5,1.5,0.84,2,1,0,527307
1997,3186.1628674590734,3,2.5,1.12,0,0,1,452224
1997,2763.168585391351,2,2.0,0.97,2,0,0,399025
2005,2772.630796723077,5,3.0,1.43,3,1,0,507344
1997,3656.2781001099524,5,1.5,0.97,1,1,1,540491
2007,2048.3174510331864,2,1.0,1.15,0,0,1,299497
1999,2619.482055984051,5,1.0,0.79,3,0,0,414772
1998,2829.046026304739,5,2.0,1.02,1,1,0,429656
1990,1982.571967907054,4,1.0,0.78,1,1,0,234085
1998,2499.902952520761,4,1.5,0.83,0,0,0,344935
1976,2967.1612884546525,2,2.0,0.52,0,1,0,287874
1999,3200.7956124475104,3,1.5,1.06,3,1,1,493519
1993,2398.7663578708475,6,1.0,0.86,3,1,1,362714
1996,3203.8305584765726,4,1.0,0.7,0,1,1,431074
1986,2995.342451241728,5,2.0,0.82,3,0,1,421601
1986,3283.1912019640295,4,3.0,0.79,2,1,1,454328
1999,2805.5305524793594,5,3.0,1.07,3,0,1,476879
1991,2391.684121909495,4,2.5,0.77,1,1,1,322802
2018,4342.844826725487,2,3.0,0.83,3,0,0,768876
1983,4390.416698013317,4,1.5,1.25,2,1,1,589812
1995,2413.446234224274,5,2.5,0.54,3,1,0,382616
1988,2727.6973620561303,3,2.0,0.73,2,1,1,355104
1995,3512.9932814923964,6,2.0,0.97,1,0,1,526498
2004,1870.193333171916,3,2.5,0.93,1,0,0,301978
1983,4069.927552573229,6,2.0,0.72,0,0,0,531289
1985,2394.281884678863,4,1.5,0.69,1,0,0,276992
1985,2109.5462516654534,3,2.0,1.12,3,1,0,268231
1994,3381.2082994283182,5,2.5,0.65,1,1,0,494431
1983,3168.8468007540546,2,2.0,1.15,2,1,0,392577
1981,2735.8440941144327,6,2.5,0.84,1,0,1,345476
1993,3802.8846775618185,5,2.0,1.28,1,0,0,554632
1993,2629.419148691786,5,3.0,0.9,1,1,0,387912
1993,2664.003720090871,6,1.0,1.11,2,1,0,391250
2009,3013.513691740279,4,2.5,0.91,0,1,0,493177
1985,3329.2916809566423,5,3.0,1.15,2,0,0,471643
2012,2470.5481220577612,3,2.5,0.62,2,1,1,442382
2014,3821.6057746925303,2,1.0,0.91,2,0,1,626890
2004,2554.708038172207,3,1.5,0.78,0,1,0,372406
1994,2636.034517529926,2,1.5,0.74,3,1,0,369005
1982,2554.547871387326,6,1.0,0.87,3,0,1,331232
1994,3618.868658016877,4,3.0,1.53,2,1,0,555780
2010,4578.138196822097,2,1.0,1.06,1,0,0,707620
1998,3747.3341163740574,3,1.5,1.15,3,0,1,571850
1988,2981.919369859415,5,2.5,0.86,3,0,1,437687
1982,3821.5386635316518,6,1.0,0.53,0,1,1,471180
1983,3123.6437058744136,3,1.5,0.67,0,0,1,351096
2004,2946.7832823497447,5,2.5,0.92,3,0,1,513317
1980,3105.27402233465,3,1.5,1.3,2,0,0,372791
1985,1615.8342610263885,4,2.5,1.22,2,1,1,198175
1999,3352.1164358873903,3,1.5,1.25,3,0,0,519067
1981,2730.601245179289,5,2.0,1.34,2,0,1,349690
2001,3055.9211791035236,5,2.5,1.1,2,1,0,502388
2012,2514.2843053284423,4,3.0,1.1,1,1,0,458642
2014,2819.3258394171035,6,1.5,1.02,1,1,0,510698
1999,2948.401290919613,3,2.0,1.01,1,1,1,432410
2003,3462.1365555818606,2,1.0,1.23,3,0,1,537770
1995,2460.8027769871624,5,2.5,0.95,1,1,0,365870
2007,1836.438583522326,4,1.0,1.21,0,0,1,288615
2006,3388.44651142242,4,3.0,1.19,3,1,0,591116
2012,3704.3084853223145,2,2.5,0.99,2,1,1,622996
1987,1550.8409636292326,4,2.0,1.13,3,1,1,204576
2016,3164.8167485553276,4,2.5,1.62,1,1,1,576522
1994,2485.512148974501,3,2.5,0.82,2,0,0,357626
2013,3158.9820691397367,4,1.5,1.4,2,0,0,557347
1997,1710.008624295538,6,1.0,0.88,2,1,0,264701
1980,2191.692312208601,3,3.0,0.93,0,0,1,222703
2005,1699.847085308101,5,2.5,0.98,3,0,0,332177
2006,3399.716666836221,3,2.5,1.17,3,0,0,575007
1962,3148.654482941677,3,1.5,0.71,3,0,0,295448
2002,2367.7274209848288,6,3.0,0.83,0,1,0,387609
1985,3604.266250729114,6,2.5,0.99,3,0,1,527989
1999,3405.860992085782,2,3.0,0.97,2,1,0,520429
2005,3211.789660437831,3,2.5,0.94,2,0,0,523368
1996,3229.535800288411,5,1.0,1.13,3,1,1,496380
1994,3453.534974554614,3,2.0,0.84,0,1,0,465630
2008,3353.294407081514,3,2.5,0.94,1,1,1,544594
1994,4542.580446243743,4,1.0,0.87,0,1,1,624437
2007,4757.357207843996,6,1.5,0.8,1,1,0,763103
2001,3202.998496048111,5,2.0,0.92,3,0,0,529249
1994,2291.8515594322007,6,1.5,1.34,3,1,0,366377
1981,2730.73578916235,2,1.0,1.16,3,0,0,317010
1999,2999.5086399314196,2,3.0,1.62,2,1,1,469226
1991,1629.7914745604262,5,2.0,0.89,2,0,0,227818
2007,1933.442301134846,3,1.5,0.91,3,0,1,341166
1984,3449.2455931796853,2,1.0,1.18,1,0,1,410086
2001,1816.5842430214639,4,2.5,1.0,1,0,0,289987
1996,3106.9612138085586,4,2.5,1.1,0,0,0,445044
2010,1554.5041207459792,4,1.5,1.29,2,1,0,300025
1985,2248.4065938367394,6,3.0,0.87,3,1,1,330310
1988,2720.4098263204746,3,1.0,1.49,1,1,1,335411
1986,2997.4803403161286,5,3.0,1.62,1,0,1,418922
1994,3037.6338015119736,2,3.0,0.52,1,1,0,418445
1992,3591.9650387098377,2,1.5,1.04,2,1,1,491894
1999,3028.164344918664,3,1.5,0.96,3,1,1,466124
1972,4080.1295205434,6,2.0,1.05,1,0,1,497769
1993,3118.240508728143,6,1.0,1.32,1,1,0,447536
2017,2476.1788107571388,6,1.5,1.0,0,0,0,458926
1991,2884.9868662605754,6,1.5,1.38,0,1,0,395948
1982,4174.82625034535,2,2.0,1.48,2,1,1,543423
2006,2361.2776786309905,3,2.0,1.24,1,1,1,382791
1971,3404.817319348515,5,2.0,0.84,1,1,0,378322
1993,3995.175265830599,2,1.0,1.06,2,1,0,550176
2016,2585.6300231089367,6,2.5,0.89,1,1,0,498694
1993,1626.1748201589878,5,3.0,1.08,2,0,1,255126
2013,3937.6023567844086,4,2.5,0.86,3,0,0,696040
1992,2315.6448395398143,5,1.5,1.22,3,1,0,348146
1996,3673.3903863333962,4,1.0,1.23,3,0,0,554458
2004,3810.317491516157,6,1.5,0.74,2,1,0,620147
1995,1829.9651004939947,2,1.0,0.76,2,1,1,230894
1989,2295.6245329221033,4,3.0,1.0,1,0,0,309343
1997,2183.3907278177926,3,3.0,0.55,2,1,1,330758
1975,3826.06686343325,2,3.0,0.88,0,1,0,432110
2001,3191.961985196614,3,3.0,1.05,1,0,0,494544
2000,2899.45604140792,5,2.5,1.17,0,1,0,444968
1989,3111.0095779844733,5,3.0,0.76,1,0,1,438051
1978,3669.955775536675,2,1.5,1.05,2,0,0,433743
2010,3018.269544119937,4,2.5,0.84,3,1,0,542840
2019,1768.8692942511846,2,3.0,1.06,1,0,0,361230
1986,3534.4400276160386,2,1.0,0.59,1,0,1,424016
2003,2981.9900483121837,6,2.5,0.9,2,0,1,508298
1983,3627.4652858937366,2,2.0,1.25,2,1,0,462869
1995,2959.185233562763,4,1.5,0.96,3,0,0,445777
1987,3593.344471451971,4,2.5,1.12,2,1,1,503301
1990,3208.4573456362805,2,2.5,1.07,0,1,1,409818
1977,2689.055655954583,6,2.0,1.27,3,1,0,347408
2007,3006.953335575303,6,2.0,1.31,2,0,1,530693
1991,2829.9746776305874,2,3.0,1.24,3,0,0,413096
2018,2230.311097237127,2,1.0,0.91,1,1,1,393196
1999,4061.766415736679,6,1.5,1.18,0,1,1,609464
